word,language
inferior,Spanish
toivottaa,Finnish
세계,Korean
рано,Ukrainian
argi,Basque
mahsulot,Uzbek
روشن,Sindhi
อวัยวะ,Thai
વૃદ્ધિ,Gujarati
مدد,Urdu
वर्ष,Nepali
මතු,Sinhala
povezivanje,Bosnian
picătură,Romanian
ndikudziwa,Chichewa
අඟල්,Sinhala
പിടിച്ചു,Malayalam
lambarka,Somali
kichkina,Uzbek
aarde,Dutch
ساینس,Pashto
пошук,Belarusian
தனி,Tamil
tún,Frisian
소금,Korean
sora,Javanese
kalp,Turkish
страна,Russian
我們,Chinese
mendja,Albanian
прыклад,Belarusian
ris,Scots
bei,German
puntuación,Galician
atharrais,Scots
macska,Hungarian
tõestama,Estonian
miss,Romanian
एहसान,Hindi
oxirgi,Uzbek
រវល់,Khmer
faia,Samoan
ವೆಚ್ಚ,Kannada
četiri,Croatian
Ukratko,Bosnian
vorona,Malagasy
piață,Romanian
bo’lim,Uzbek
hore,Sesotho
spălare,Romanian
שפּור,Yiddish
hnev,Slovak
పేరు,Telugu
perjalanan,Indonesian
llavors,Catalan
ของเรา,Thai
šanse,Croatian
भाषा,Nepali
študija,Slovenian
consonans,Latin
ポスト,Japanese
hal,Hungarian
hau,Hawaiian
میں,Urdu
perioade,Frisian
войти,Russian
ઝડપી,Gujarati
se,Maltese
změna,Czech
ચરબી,Gujarati
tér,Hungarian
réiteach,Irish
imwe,Kinyarwanda
hangos,Hungarian
જુઓ,Gujarati
arrivata,Corsican
នៅលើ,Khmer
bahor,Uzbek
рүү,Mongolian
slag,Danish
erlojuaren,Basque
ідея,Ukrainian
ideia,Basque
behin,Basque
ar,Irish
ukwesekwa,Zulu
nach,German
ผิว,Thai
"pecuniam,",Latin
hlaupa,Icelandic
band,Icelandic
phelile,Xhosa
વિભાજન,Gujarati
вядома,Belarusian
ebhaliwe,Zulu
සංචාරය,Sinhala
Chance,German
wotentha,Chichewa
feo,Malagasy
ຄວາມຢ້ານກົວ,Lao
aois,Scots
tot,Catalan
দাবি,Bengali
လှမ်း,Myanmar
បងស្រី,Khmer
មនុស្សម្នាក់,Khmer
nos,Bosnian
الحديث,Arabic
ఉంది,Telugu
մեղեդին,Armenian
তৈরি,Bengali
Fjaran,Icelandic
ਨੂੰ,Punjabi
seletsa,Sesotho
વેપાર,Gujarati
substantivo,Galician
net,French
მოლეკულის,Georgian
piirkond,Estonian
mente,Galician
semajno,Esperanto
leantainn,Scots
ludzki,Polish
ori,Yoruba
deside,Haitian
ຮ້ອນ,Lao
ana,Azerbaijani
پچ,Urdu
ienheid,Frisian
qoplama,Uzbek
ขนาด,Thai
падлучэння,Belarusian
көйнөк,Kyrgyz
den,Irish
siman,Somali
paper,Basque
sau,Hausa
än,Swedish
उड,Nepali
pää,Finnish
tur,Danish
dhomë,Albanian
vitès,Haitian
kondamno,Esperanto
mesmo,Galician
саусақ,Kazakh
Trouens,Afrikaans
märke,Swedish
vládnuť,Slovak
наперад,Belarusian
көрсету,Kazakh
aalad,Somali
krig,Swedish
na-eto,Igbo
تیار,Urdu
خریداری,Persian
განთავსდება,Georgian
spesiale,Afrikaans
ona,Uzbek
forma,Lithuanian
долго,Russian
frisk,Maltese
想要,Chinese
غرامة,Arabic
vrsta,Slovenian
কেন,Bengali
లోయలో,Telugu
rik,Swedish
registro,Spanish
i,Maori
искачувањето,Macedonian
andro,Malagasy
Цхиеф,Serbian
modern,Maltese
момент,Russian
اسڪول,Sindhi
perpuluhan,Malaysian
ලකුණු,Sinhala
ಕನಸು,Kannada
fototra,Malagasy
hoof,Afrikaans
εμπόριο,Greek
salt,Danish
veloce,Italian
estudante,Galician
корень,Russian
grannizza,Corsican
an,Irish
pašarai,Lithuanian
umshini,Zulu
maachen,Luxembourgish
quotient,Kurdish
முழு,Tamil
segment,Azerbaijani
služijo,Slovenian
kuangalia,Swahili
mulig,Norwegian
kill,English
რადიო,Georgian
sanna,Icelandic
melna,Latvian
azere,Shona
埃,Chinese
borde,Spanish
ඉගැන්වීමට,Sinhala
isikhala,Zulu
ik,Frisian
Цела,Serbian
tiddeċiedi,Maltese
doğu,Turkish
blása,Icelandic
رفته,Persian
form,Norwegian
seksyon,Haitian
guide,Frisian
давс,Mongolian
ensemble,French
kelawar,Malaysian
گوشت,Persian
જૂના,Gujarati
umbongo,Xhosa
girt,Kurdish
करा,Marathi
proprjetà,Maltese
فرار,Persian
बहुत,Hindi
mescolare,Italian
bông,Vietnamese
meðal,Icelandic
ретінде,Kazakh
обичам,Bulgarian
তুষার,Bengali
huid,Dutch
تأثير,Arabic
зелена,Macedonian
a,Romanian
ရာခိုင်,Myanmar
ყვითელი,Georgian
silnice,Czech
mila,Basque
atsakinėti,Lithuanian
トラブル,Japanese
הייב,Yiddish
λένε,Greek
zile,Haitian
kamba,Swahili
nụ,Vietnamese
what,English
वृद्धि,Nepali
método,Spanish
dire,French
navzdol,Slovenian
doctor,Basque
Жыйынтык,Kyrgyz
ग्रह,Hindi
par,Maltese
duit,Sundanese
הצלחה,Hebrew
жасуша,Kazakh
begynne,Norwegian
Region,German
ඇඳීමට,Sinhala
talûke,Kurdish
bar,Swahili
ainda,Portuguese
paona,Hawaiian
sy,Frisian
기본,Korean
kutuma,Swahili
she’r,Uzbek
csillag,Hungarian
medis,Lithuanian
נאַטור,Yiddish
идеяи,Tajik
પવન,Gujarati
શોધ,Gujarati
Dọọ,Igbo
გათიშე,Georgian
сезон,Belarusian
beliau,Malaysian
پہلے,Urdu
यस्तो,Nepali
mheasan,Scots
มาก,Thai
palo,Sesotho
tulos,Finnish
обяд,Cebuano
ringi,Estonian
Uimhreán,Irish
mula,Malaysian
dohoda,Slovak
nogensinde,Danish
ដើរ,Khmer
kumwenyura,Kinyarwanda
hitta,Swedish
tingkat,Javanese
crianças,Portuguese
Сторе,Serbian
nei,Samoan
嗯,Chinese
şəkər,Azerbaijani
उंच,Marathi
ສີ່,Lao
التربة,Arabic
صبح,Persian
sèl,Haitian
തിരക്ക്,Malayalam
ijoni,Xhosa
لست,Pashto
thấy,Vietnamese
dawî,Kurdish
fèin,Scots
Isizwe,Zulu
reis,Dutch
онҳо,Tajik
មានមនុស្ស,Khmer
out,English
ဆဲ,Myanmar
Материјал,Serbian
พัน,Thai
අවස්ථාවක්,Sinhala
تازه,Pashto
војник,Macedonian
กว้าง,Thai
نمودار,Sindhi
scrisoare,Romanian
гэрэл,Mongolian
pronto,Spanish
זה,Hebrew
shakli,Uzbek
daor,Irish
turas,Irish
phạm,Vietnamese
wëssenschaft,Luxembourgish
bé,Vietnamese
həftə,Azerbaijani
પક્ષીનું,Gujarati
sníh,Czech
littafi,Hausa
ishusho,Kinyarwanda
диапазон,Bulgarian
mis,Welsh
控制,Chinese
վատ,Armenian
hoewel,Dutch
lêze,Frisian
نتیجه,Persian
haholo,Sesotho
ნიმუში,Georgian
gwario,Welsh
done,Portuguese
pai,Galician
faligi,Esperanto
বাবা,Bengali
pobjeda,Croatian
ເສຍຊີວິດ,Lao
le,Sesotho
iku,Yoruba
мяч,Russian
гирифта,Tajik
אינטש,Yiddish
vakasununguka,Shona
odgovor,Bosnian
maqaarka,Somali
פּאַרטיי,Yiddish
tafi,Hausa
свържете,Bulgarian
mlango,Swahili
वर्षा,Nepali
իմ,Armenian
munsi,Kinyarwanda
dryck,Swedish
дән,Kazakh
de,Latin
capelli,Italian
zrobić,Polish
dejjem,Maltese
chick,Catalan
fog,Somali
скоро,Cebuano
wanika,Xhosa
innsjø,Norwegian
ilyen,Hungarian
memimpin,Indonesian
சூடான,Tamil
riochdachadh,Scots
ຕ່ໍາ,Lao
តំបន់,Khmer
v,Slovak
skepp,Swedish
اونۍ,Pashto
lè,Haitian
ايمان,Sindhi
phân,Vietnamese
جيتوڻيڪ,Sindhi
आनंद,Marathi
posebna,Slovenian
alb,Romanian
match,Hmong
dabaysha,Somali
kusindikiza,Chichewa
চেষ্টা,Bengali
nindakake,Javanese
visada,Lithuanian
shell,Frisian
da,Hausa
edzino,Esperanto
histoire,French
taketake,Maori
العالم,Arabic
intra,Romanian
nka,Sesotho
taliga,Samoan
जोड़ी,Hindi
iam,Esperanto
boima,Sesotho
ọkọwa,Igbo
jadi,Sundanese
stranka,Bosnian
давтан,Mongolian
eriri,Igbo
ngawari,Maori
නියෝගයක්,Sinhala
za,Polish
жай,Kyrgyz
us,Maltese
području,Bosnian
següent,Catalan
wokugqibela,Xhosa
qo’rqinch,Uzbek
घडी,Nepali
πόλη,Greek
ala,Samoan
ühise,Estonian
hóban,Hungarian
liknande,Swedish
captiones,Latin
бар,Russian
żid,Maltese
kayıt,Turkish
görmək,Azerbaijani
युद्ध,Marathi
סך,Hebrew
kuba,Xhosa
لږ,Pashto
fluvio,Latin
ການສະຫນອງ,Lao
resta,Catalan
වනාන්තර,Sinhala
tatou,Samoan
tilføje,Danish
ліст,Belarusian
essi,Italian
sloveso,Czech
спробуйте,Ukrainian
birtist,Icelandic
pobyt,Czech
obtenir,French
ជំរំ,Khmer
မြို့,Myanmar
карта,Kyrgyz
de,Spanish
نور,Persian
hana,Hawaiian
трябва,Bulgarian
part,Hungarian
föreställa,Swedish
автомобіль,Ukrainian
ස්වාභාවික,Sinhala
ప్రత్యేక,Telugu
opon,Polish
शीर्ष,Hindi
असली,Hindi
කවදාවත්,Sinhala
авион,Macedonian
yeuka,Shona
empat,Indonesian
sık,Turkish
apa,Hungarian
mbu,Igbo
cri,French
umuyobozi,Kinyarwanda
दुसरा,Marathi
gaasi,Yoruba
maikai,Hawaiian
plano,Spanish
kare,Hausa
ภายใต้,Thai
համեմատել,Armenian
này,Vietnamese
ka,Somali
Студија,Serbian
ប្រវែង,Khmer
éclat,French
តែងតែ,Khmer
ogród,Polish
osim,Bosnian
ცალკე,Georgian
pūtau,Maori
šimtai,Lithuanian
бұрыш,Kazakh
gone,Kurdish
blok,Czech
измерва,Cebuano
xüsusi,Azerbaijani
pintar,Portuguese
obchod,Czech
minutt,Luxembourgish
накіроўваць,Belarusian
kokonga,Maori
話し合う,Japanese
som,Luxembourgish
ยัง,Thai
စစ်သား,Myanmar
velike,Bosnian
ណាមួយឡើយ,Khmer
cits,Latvian
o,Portuguese
તૈયાર,Gujarati
yuav,Hmong
carne,Galician
საკუთარი,Georgian
ҳодиса,Tajik
sluagh,Scots
tvrdnja,Bosnian
como,Portuguese
suab,Hmong
tata,Romanian
cosgais,Scots
kawo,Hausa
спрат,Serbian
lyn,Afrikaans
gat,Dutch
ഉണ്ട്,Malayalam
nə,Azerbaijani
sgrìobhte,Scots
明るい,Japanese
जोडी,Marathi
néz,Hungarian
कान,Hindi
گهوڙي,Sindhi
kimi,Azerbaijani
dadka,Somali
ketua,Malaysian
предложение,Russian
ka,Sesotho
kisika,Bosnian
me,Hmong
sto,Slovak
dúbailte,Irish
kupi,Croatian
moa,Samoan
mengisi,Malaysian
живот,Macedonian
koti,Maori
ისმის,Georgian
nọdụ,Igbo
سقط,Arabic
passare,Italian
চাকা,Bengali
မိန်းမ,Myanmar
سر,Persian
ปีน,Thai
gefall,Luxembourgish
ກ້ອນຫີນ,Lao
olomeleleyo,Xhosa
gibi,Turkish
幸せな,Japanese
inamic,Romanian
udvar,Hungarian
gaabis,Somali
асабліва,Belarusian
배,Korean
седя,Bulgarian
gukemura,Kinyarwanda
នៅក្បែរ,Khmer
แล้วก็,Thai
het,Afrikaans
अभी,Hindi
dareenka,Somali
све,Serbian
omnye,Xhosa
ulin,Sundanese
ім’я,Ukrainian
suur,Estonian
odgadnąć,Polish
കയറുക,Malayalam
roll,Frisian
xûrek,Kurdish
Zimmer,German
խոտ,Armenian
tagħżel,Maltese
ஏன்,Tamil
utama,Indonesian
kuai,Hawaiian
visi,Lithuanian
nútíma,Icelandic
nii,Estonian
boaiem,Frisian
sebaliknya,Indonesian
хайр,Mongolian
सोडा,Marathi
పూర్తయింది,Telugu
rumah,Malaysian
հասնել,Armenian
មាន,Khmer
kap,Hungarian
week,Afrikaans
cibo,Italian
पश्चिमेकडे,Marathi
verloor,Afrikaans
الصيف,Arabic
yakalandı,Turkish
רמה,Hebrew
misa,Shona
kukutana,Swahili
cik,Latvian
tall,Catalan
ofan,Icelandic
တြိဂံ,Myanmar
win,Yoruba
اغېز,Pashto
bar,Maltese
दशलक्ष,Marathi
plantă,Romanian
общо,Cebuano
बतख,Hindi
ti,Yoruba
tashqari,Uzbek
நகரம்,Tamil
angamarhoqorhoqo,Xhosa
מאַשין,Yiddish
šest,Czech
aika,Hausa
colony,Hmong
موټر,Pashto
jagung,Javanese
bersama-sama,Malaysian
حل,Persian
nou,Catalan
alianza,Swahili
hilang,Indonesian
темно,Russian
mbaj,Albanian
lintu,Finnish
watch,Maltese
rregull,Albanian
Фронт,Serbian
gacanta,Somali
पिछले,Hindi
kung,Filipino
двадесет,Bulgarian
根本,Chinese
pabutiro,Shona
głos,Polish
crease,Irish
maraina,Malagasy
ઉંમર,Gujarati
hiệu,Vietnamese
oidhche,Scots
ukuphumula,Zulu
atto,Italian
పిల్లల,Telugu
otsika,Chichewa
bank,Dutch
оҳанрабо,Tajik
стижу,Serbian
menn,Norwegian
plaukti,Lithuanian
daerah,Indonesian
kuchagua,Swahili
cadira,Catalan
dan,Dutch
scrie,Romanian
карова,Belarusian
تن,Persian
karatra,Malagasy
iongnadh,Scots
estrany,Catalan
复,Chinese
suau,Catalan
karanga,Maori
Слееп,Serbian
antas,Filipino
ຜົມ,Lao
હજુ,Gujarati
win,Latvian
omkostninger,Danish
oswa,Haitian
सुन्छन्,Nepali
gun,Javanese
saibhir,Irish
treball,Catalan
permitir,Portuguese
אנשים,Hebrew
igorofa,Kinyarwanda
estrada,Galician
diferir,Catalan
गोडवा,Marathi
ako,Slovak
chia,Vietnamese
අසල්වැසියා,Sinhala
deze,Dutch
зүгээр,Mongolian
dona,Catalan
rosto,Portuguese
mufananidzo,Shona
vier,Dutch
augmenter,French
selge,Estonian
čin,Bosnian
ý,Vietnamese
zororo,Shona
τους,Greek
paghaluin,Filipino
කර්මාන්තය,Sinhala
værftet,Danish
kaso,Filipino
sparten,Luxembourgish
như,Vietnamese
song,Igbo
आकार,Hindi
аялал,Mongolian
про,Ukrainian
النهر,Arabic
claro,Portuguese
qarshi,Uzbek
අතර,Sinhala
porta,Galician
అనుసరించండి,Telugu
anvelope,Romanian
þykkur,Icelandic
hele,Hawaiian
ഉയര്ന്ന,Malayalam
ڪلهي,Sindhi
vuto,Chichewa
المنزل,Arabic
intambwe,Kinyarwanda
koe,Maori
cane,Italian
niño,Spanish
ఊహించే,Telugu
ay,Filipino
γκρί,Greek
hunt,Dutch
wing,Filipino
entre,Galician
było,Polish
aukštas,Lithuanian
xiav,Hmong
sucre,French
rub,Hmong
पर्छ,Nepali
മത്സ്യം,Malayalam
부모,Korean
بند,Urdu
menyamakan,Indonesian
cris,Welsh
naše,Slovak
contrario,Galician
biża,Maltese
i,Norwegian
sea,Samoan
adil,Indonesian
soft,Maltese
абзац,Kyrgyz
drzewo,Polish
மகிழ்ச்சி,Tamil
主要な,Japanese
nación,Galician
kus,Czech
भाग्यो,Nepali
læse,Danish
property,English
টায়রা,Bengali
tungumál,Icelandic
fe’l,Uzbek
legtöbb,Hungarian
际,Chinese
çawa,Kurdish
a,Scots
gratis,Afrikaans
paėmė,Lithuanian
shout,Estonian
பெற்றோர்,Tamil
слушаат,Macedonian
ben,Kurdish
un,Latvian
ba,Sesotho
उद्योग,Nepali
dem,Danish
ari,Albanian
dräieck,Luxembourgish
Hoekom,Afrikaans
γρασίδι,Greek
ekoizteko,Basque
järve,Estonian
експеримент,Serbian
qua,Vietnamese
అభివృద్ధి,Telugu
efek,Indonesian
การเก็บรวบรวม,Thai
половината,Bulgarian
volumen,Latin
lantai,Javanese
知っている,Japanese
hogei,Basque
Stein,German
dalka,Somali
dedi,Uzbek
kull,Maltese
pripravi,Slovenian
երկաթուղի,Armenian
molekile,Kinyarwanda
hujan,Malaysian
Сб,Russian
brún,Icelandic
săptămână,Romanian
strana,Croatian
осон,Tajik
pada,Yoruba
ireo,Malagasy
tell,Maltese
پوٽي,Sindhi
練習,Japanese
தலைநகர்,Tamil
tırmanış,Turkish
2:00,Catalan
ការ៉េ,Khmer
عشرون,Arabic
pers,Afrikaans
pauza,Croatian
ជ្រៅ,Khmer
පළතුරු,Sinhala
soss,Luxembourgish
चयन,Nepali
Планет,Serbian
feʻau,Samoan
ашу,Kazakh
rawa,Maori
новы,Belarusian
аксари,Tajik
mức,Vietnamese
trwchus,Welsh
adîl,Kurdish
ingalo,Xhosa
جدید,Urdu
negara,Indonesian
oduzmite,Croatian
ráno,Czech
míle,Slovak
бар,Kyrgyz
střední,Czech
rrugë,Albanian
về,Vietnamese
ສົດໃສ,Lao
legjobb,Hungarian
ਤੁਰੰਤ,Punjabi
a,Hungarian
stringa,Italian
ինչու,Armenian
اولهه,Sindhi
Отидох,Cebuano
आयो,Nepali
слушнав,Macedonian
branĉo,Esperanto
isiphumo,Xhosa
ডলার,Bengali
necessário,Portuguese
வழங்கல்,Tamil
ride,Estonian
восем,Belarusian
дандон,Tajik
piv,Hmong
yakında,Turkish
caccialli,Corsican
sædvanlig,Danish
faamaonia,Samoan
ಕೊನೆಯ,Kannada
enige,Afrikaans
pon,Sundanese
পুনরাবৃত্তি,Bengali
lengkap,Javanese
scarpa,Italian
walala,Zulu
cho,Haitian
ډېر,Pashto
Injira,Kinyarwanda
కేవలం,Telugu
ທຸກຍາກ,Lao
رودخانه,Persian
a,Scots
מענער,Yiddish
ennå,Norwegian
na,Slovak
innebar,Swedish
մեռնել,Armenian
ფორმა,Georgian
pismo,Bosnian
abinci,Hausa
அழகான,Tamil
հնչել,Armenian
pulcino,Corsican
bulud,Azerbaijani
grannissimi,Corsican
ಅವರಿಗೆ,Kannada
forte,Italian
science,French
aiutu,Corsican
oštre,Bosnian
maitiro,Shona
elme,Hungarian
sa,Estonian
představovat,Czech
умре,Macedonian
ур,Mongolian
tapi,Indonesian
ਖਰੀਦੀ,Punjabi
lea,Samoan
sembarang,Javanese
var,Swedish
aran,Javanese
가입,Korean
muvimentu,Corsican
गाय,Marathi
ಕೋಟ್,Kannada
thamani,Swahili
ناک,Urdu
மிகவும்,Tamil
жол,Kazakh
pale,Hawaiian
term,Swedish
მიმართ,Georgian
pîvan,Kurdish
buah-buahan,Malaysian
სიტყვა,Georgian
警察,Chinese
lilkens,Frisian
prednost,Slovenian
Континент,Serbian
map,Shona
kuunganidza,Shona
aad,Somali
ຊ່ວຍປະຢັດ,Lao
心,Chinese
tsena,Sesotho
anoano,Samoan
ಕಲಿಸಲು,Kannada
मोठ्या,Marathi
கெட்ட,Tamil
minúť,Slovak
verre,Afrikaans
sabía,Galician
slaan,Frisian
ipse,Latin
kest,Estonian
male,Italian
zaslužiti,Slovenian
habari,Swahili
ton,French
halka,Somali
faagasologa,Samoan
ਬਾਗ,Punjabi
સફેદ,Gujarati
stok,Dutch
ကလေး,Myanmar
wazisa,Xhosa
mprehtë,Albanian
மனதில்,Tamil
ithe,Irish
cukup,Indonesian
main,French
höfn,Icelandic
သတ္တုတွင်း,Myanmar
twee,Dutch
tudu,Hausa
د,Pashto
besteden,Dutch
ရွေ့လျားမှု,Myanmar
am,Hausa
mbutuhake,Javanese
isebe,Xhosa
gwara,Igbo
esan,Basque
окремий,Ukrainian
a,Hausa
žena,Slovak
seva,Catalan
Itele,Yoruba
oke,Yoruba
tumaas,Filipino
ສັງເກດເບິ່ງການ,Lao
izvēlieties,Latvian
ezi,Igbo
dopo,Italian
ដ៏ល្បីល្បាញ,Khmer
riebalų,Lithuanian
земљишта,Serbian
llit,Catalan
φυλάσσονται,Greek
lumaban,Filipino
gríðarstór,Icelandic
mjet,Albanian
radyo,Haitian
hann,Icelandic
kutonhora,Shona
сто,Russian
vosto,Esperanto
molekul,Malaysian
ප්රධාන,Sinhala
rakam,Turkish
amboa,Malagasy
שיניים,Hebrew
flux,Romanian
трохи,Ukrainian
kòmansman,Haitian
ath,Scots
зах,Mongolian
tsjinje,Frisian
chladach,Scots
ayah,Indonesian
туршлага,Mongolian
סוג,Hebrew
kool,Estonian
aktar,Maltese
que,Portuguese
elke,Afrikaans
whakaaro,Maori
растителна,Bulgarian
yakin,Indonesian
ಸಂದರ್ಭದಲ್ಲಿ,Kannada
रातो,Nepali
мушкил,Tajik
fericit,Romanian
